license_number,business_name,license_group,business_licenses,license_type,physical_address,county,expiration_date,tier,canopy_type,indoor_canopy_sqft,outdoor_canopy_sqft,endorsement,sos_registration_number
050-1018084C48A,Canna Bros.,Recreational Retailer,Riverglass Shop LLC,Recreational Retailer,"1252 23RD ST SE STE 150, SALEM OR  97302-1363",Marion,2025-05-16,,,0,0,Medical Marijuana Retailer, 
050-1018133AC46,Brothers Cannabis,Recreational Retailer,NUWAVE SEASIDE LLC,Recreational Retailer,"1111 N ROOSEVELT DR STE 324, SEASIDE OR  97138-4605",Clatsop,2025-02-02,,,0,0,, 
050-10182183EBE,REDBARN DISPENSARY,Recreational Retailer,RB Reedsport 2 LLC,Recreational Retailer,4360 MAIN ST SPRINGFIELD OR  97478-5972,Lane,2025-02-21,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-101825983BC,Nectar; Nectar Markets,Recreational Retailer,"Nectar Markets, LLC",Recreational Retailer,2445 SE 3RD ST GRESHAM OR  97080-1409,Multnomah,2025-01-23,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1018267C84D,Blue Dream Cannabis & Vintage,Recreational Retailer,Blue Dream Cannabis & Vintage LLC,Recreational Retailer,1436 SE POWELL BLVD PORTLAND OR  97202-2348,Multnomah,2025-04-06,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10182713171,Wicked Flower Shop,Recreational Retailer,Edentia Holdings LLC,Recreational Retailer,600 E JACKSON ST MEDFORD OR  97504-6706,Jackson,2025-06-08,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10183821921,Mood,Recreational Retailer,Lekcinton INC,Recreational Retailer,"40 RIVER LOOP 2 STE B, EUGENE OR  97404-3500",Lane,2024-04-24,,,0,0,, 
050-101843884F6,Oregon's Finest,Recreational Retailer/Wholesaler,Oregon Resources Marketing LLC / Oregon Resources Wholesale LLC,Recreational Retailer,911 NW 14TH AVE PORTLAND OR  97209-2704,Multnomah,2025-03-16,,,0,0,, 
050-10184421855,Chalice Farms,Recreational Retailer,"CF Bliss, LLC",Recreational Retailer,1917 SE 7TH AVE PORTLAND OR  97214-4601,Multnomah,2024-06-29,,,0,0,, 
050-1018487D91D,Pete's Farm Dispensary,Recreational Retailer,Pete's Farm LLC,Recreational Retailer,433 N HIGHWAY 101 DEPOE BAY OR  97341-1900,Lincoln,2024-12-22,,,0,0,, 
050-1018565A772,Green Knottz Kfalls,Recreational Retailer,"Green Knottz 4, LLC",Recreational Retailer,2437 S 6TH ST KLAMATH FALLS OR  97601-4341,Klamath,2025-06-01,,,0,0,Medical Marijuana Retailer, 
050-10186339455,WeedAgain,Recreational Retailer,TRI Consulting & Properties LLC,Recreational Retailer,"47670 HIGHWAY 58 STE B, OAKRIDGE OR  97463-9584",Lane,2025-05-11,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1018661FB12,SnugZ,Recreational Retailer,Hawkie LLC,Recreational Retailer,1235 RAILROAD BLVD EUGENE OR  97402-4282,Lane,2025-02-16,,,0,0,, 
050-101869530C3,The Green Remedy,Recreational Retailer,"High Desert Flower, Inc.",Recreational Retailer,12436 SE POWELL BLVD PORTLAND OR  97236-3434,Multnomah,2025-04-06,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1018699F5C5,World Famous Top Shelf Cannabis,Recreational Retailer,Smart Choice Investments LLC / Stefan J  Mihaliak,Recreational Retailer,3521 HIGHWAY 101 N GEARHART OR  97138-4319,Clatsop,2025-02-16,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10187356E01,SugarTop Buddery,Recreational Retailer,STB Enterprises LLC,Recreational Retailer,1299 OCEAN ST EUGENE OR  97402-2916,Lane,2025-04-27,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10187941F4A,Coastal Craft Cannabis,Recreational Retailer,CCC Holding Company LLC,Recreational Retailer,200 N ROOSEVELT DR SEASIDE OR  97138-6844,Clatsop,2025-02-09,,,0,0,, 
050-101880202BE,Nectar,Recreational Retailer,"Nectar Markets, LLC",Recreational Retailer,"2123 SE DIVISION ST STE 100, PORTLAND OR  97202-1297",Multnomah,2025-05-24,,,0,0,"Marijuana Home Delivery, Marijuana Home Delivery, Medical Marijuana Retailer, Medical Marijuana Retailer", 
050-10188271030,Green Cross Cannabis Emporium,Recreational Retailer,"TLC Medical, Inc.",Recreational Retailer,1695 CENTER ST NE SALEM OR  97301-4268,Marion,2025-03-14,,,0,0,,1721081-1
050-1018839C34B,Emerald Triangle Dispensary,Recreational Retailer,"ETD Enterprises, Inc",Recreational Retailer,"5022 TABLE ROCK RD STE A, MEDFORD OR  97502-3226",Jackson,2025-06-20,,,0,0,, 
050-1018857A045,Emerald triangle Dispensary,Recreational Retailer,"ETD Enterprises, Inc",Recreational Retailer,335 E MCANDREWS RD MEDFORD OR  97501-1612,Jackson,2025-06-20,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10188845BB4,Cannabis Liquidation Outlet,Recreational Retailer,LONDON PARTNERS LLC,Recreational Retailer,"924 S CENTRAL AVE STE 3, MEDFORD OR  97501-7800",Jackson,2025-08-02,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1018900DA30,Cannabis Liquidation Outlet,Recreational Retailer,LONDON PARTNERS LLC,Recreational Retailer,1355 S MAIN ST LEBANON OR  97355-3101,Linn,2025-07-17,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-101894058F6,Crater Cannabis,Recreational Retailer,DUBCATS LLC,Recreational Retailer,1180 CRATER LAKE AVE MEDFORD OR  97504-6242,Jackson,2025-04-25,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10190196896,Nectar,Recreational Retailer,"Nectar Markets, LLC",Recreational Retailer,2338 NE ALBERTA ST PORTLAND OR  97211-5872,Multnomah,2025-06-01,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10190292D44,La Mota,Recreational Retailer,LONDON PARTNERS LLC,Recreational Retailer,12015 SE STARK ST PORTLAND OR  97216-3765,Multnomah,2025-08-02,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-101908436B5,Burnt River Farms,Recreational Retailer,"Nectar Markets, LLC",Recreational Retailer,1055 NW WASHINGTON AVE ONTARIO OR  97914-1112,Malheur,2025-03-10,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1019275662B,Refinery Canna Connoisseur,Recreational Retailer,The Natural Refinery LLC,Recreational Retailer,2627 NE BROADWAY ST PORTLAND OR  97232-1720,Multnomah,2024-06-06,,,0,0,, 
050-1019309B453,La Mota,Recreational Retailer,LONDON PARTNERS LLC,Recreational Retailer,1025 MAIN ST SWEET HOME OR  97386-1515,Linn,2024-09-27,,,0,0,, 
050-10201128197,Sensible Cannabis Company,Recreational Retailer,Pac NW Ventures LLC,Recreational Retailer,1926 NE 40TH AVE PORTLAND OR  97212-5310,Multnomah,2025-09-12,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1020820F3B0,Lemonnade,Recreational Retailer,Magic Castle Or Inc,Recreational Retailer,11321 SW 64TH AVE PORTLAND OR  97219-6710,Multnomah,2024-09-20,,,0,0,, 
050-10211129638,The Herbsman,Recreational Retailer,Giddy Boy Inc,Recreational Retailer,1244 S RIVERSIDE AVE MEDFORD OR  97501-7848,Jackson,2025-07-07,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1021663B76F,Hash It Out,Recreational Retailer,Hash It Out LLC,Recreational Retailer,1080 W CENTRAL BLVD COQUILLE OR  97423-1017,Coos,2025-09-19,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1021698ED82,The Flower Room - Bend Downtown,Recreational Retailer,THE FLOWER ROOM LLC,Recreational Retailer,817 NW HILL ST BEND OR  97703-2924,Deschutes,2025-08-21,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10217737A2D,Mr. Nice Guy Portland,Recreational Retailer,"MNG Holdings, LLC",Recreational Retailer,"81 NE COLUMBIA BLVD STE A, PORTLAND OR  97211-1413",Multnomah,2025-08-29,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1021798FA70,Lemonnade St. Johns Inc.,Recreational Retailer,Lemonnade St. Johns Inc.,Recreational Retailer,8105 N FESSENDEN ST PORTLAND OR  97203-1622,Multnomah,2024-11-03,,,0,0,, 
050-1021983EA8C,CULTIV8,Recreational Retailer,TMJ NW CULTIV8 ONE LLC,Recreational Retailer,5230 SE 52ND AVE PORTLAND OR  97206-5629,Multnomah,2024-12-13,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1022022C2C4,Smokelore,Recreational Retailer,Verdant Ventures LLC,Recreational Retailer,324 NW HILL ST BEND OR  97703-2947,Deschutes,2024-12-07,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10220347D48,Pur Roots (Powell),Recreational Retailer,Portland Health Center Incorporated,Recreational Retailer,8701 SE POWELL BLVD PORTLAND OR  97266-1934,Multnomah,2024-09-13,,,0,0,, 
050-1022133081E,MAKS Oregon LLC,Recreational Retailer,MAKS Oregon LLC,Recreational Retailer,"2200 Mailwell DR  STE 104 RM G, Milwaukie OR  97222",Clackamas,2024-04-26,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10221550293,Mint Cannabis Co.,Recreational Retailer,"Broadway Project, Inc.",Recreational Retailer,625 SW 10TH AVE PORTLAND OR  97205-2725,Multnomah,2025-07-28,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102229620BA,Canna Bros.,Recreational Retailer,Riverglass Shop LLC,Recreational Retailer,1111 S MAIN ST LEBANON OR  97355-3217,Linn,2024-11-15,,,0,0,, 
050-1022326C5A9,Trap Boys,Recreational Retailer,"TRAP BOYS, LLC",Recreational Retailer,4565 NE 60TH AVE PORTLAND OR  97218-2606,Multnomah,2025-01-04,,,0,0,, 
050-1022344EC85,Kingston Cannabis Company,Recreational Retailer,Kingston Cannabis Company LLC,Recreational Retailer,2366 ASHLAND ST ASHLAND OR  97520-1410,Jackson,2024-11-06,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1022348FA16,ADNA RETAIL OREGON LLC,Recreational Retailer,"ADNA RETAIL OREGON, LLC",Recreational Retailer,1681 W 7TH AVE EUGENE OR  97402-4309,Marion,2025-02-02,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10223602B78,Sea of Green,Recreational Retailer,Sea of Green LLC,Recreational Retailer,1466 SW PACIFIC COAST HWY WALDPORT OR  97394-9001,Lincoln,2024-11-14,,,0,0,, 
050-1022388374D,Good Karma Commercial,Recreational Retailer,DSO Commercial LLC,Recreational Retailer,3755 COMMERCIAL ST SE SALEM OR  97302-3832,Marion,2025-01-02,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102242182F0,Carefree Cannabis,Recreational Retailer,Killingsworth Holdings LLC,Recreational Retailer,5926 NE KILLINGSWORTH ST PORTLAND OR  97218-2424,Multnomah,2024-09-07,,,0,0,, 
050-10225541A5A,Treehouse North,Recreational Retailer,Rosbak Consulting LLC,Recreational Retailer,5701 N LOMBARD ST PORTLAND OR  97203-4113,Multnomah,2024-11-15,,,0,0,, 
050-10226326FC2,The Chronic on Commercial,Recreational Retailer,ONE INVESTMENT CORP,Recreational Retailer,3024 COMMERCIAL ST SE SALEM OR  97302-4532,Marion,2024-12-05,,,0,0,, 
050-1022732561B,Pendleton Cannabis,Recreational Retailer,"GFE, LLC",Recreational Retailer,816 SOUTHGATE PENDLETON OR  97801-3949,Umatilla,2024-12-11,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1022771EB29,Green Ridge Pacific City,Recreational Retailer,Danielle Marie Klaus-Bailey,Recreational Retailer,34970 BROOTEN RD PACIFIC CITY OR  97135-,Tillamook,2025-03-01,,,0,0,, 
050-1022840966C,Private reserve Cannabis 101,Recreational Retailer,PRC INC.,Recreational Retailer,85289 HIGHWAY 101 FLORENCE OR  97439-8532,Lane,2024-11-16,,,0,0,, 
050-1022846D477,Couch Street LLC,Recreational Retailer,Couch Street LLC,Recreational Retailer,105 NE 8TH AVE PORTLAND OR  97232-2910,Multnomah,2025-04-09,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102287075E7,Cookies Halsey,Recreational Retailer,Halsey Organic Ltd,Recreational Retailer,"16102 NE HALSEY ST STE A & B, PORTLAND OR  97230-5632",Multnomah,2025-05-24,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1022872F919,Willamette Valley Cannabis Company,Recreational Retailer,"WVCC, Inc.",Recreational Retailer,8265 SE MCLOUGHLIN BLVD PORTLAND OR  97202-6851,Multnomah,2024-10-24,,,0,0,, 
050-1022876E6E4,WeedAgain,Recreational Retailer,TRI Consulting & Properties LLC,Recreational Retailer,86784 FRANKLIN BLVD EUGENE OR  97405-9607,Lane,2024-11-29,,,0,0,, 
050-1022911A110,Diem,Recreational Retailer,Diem Columbia LLC,Recreational Retailer,851 NE COLUMBIA BLVD PORTLAND OR  97211-1407,Multnomah,2025-02-28,,,0,0,, 
050-1023045DDCD,ADNA RETAIL OREGON LLC,Recreational Retailer,"ADNA RETAIL OREGON, LLC",Recreational Retailer,12550 SE DIVISION ST PORTLAND OR  97236-3130,Multnomah,2025-01-19,,,0,0,, 
050-1023065BA7E,Pioneer Cannabis Co.,Recreational Retailer,Pioneer CCS2 LLC,Recreational Retailer,63049 HIGHWAY 101 COOS BAY OR  97420-4111,Coos,2025-01-17,,,0,0,, 
050-10231163EB4,Tropicannabis,Recreational Retailer,Tropicorp Inc,Recreational Retailer,1817 CASCADE AVE HOOD RIVER OR  97031-1101,Hood River,2025-05-29,,,0,0,Medical Marijuana Retailer, 
050-1023191B69C,Emerald Triangle Dispensary,Recreational Retailer,Zachary Kohler,Recreational Retailer,"103 N PACIFIC HWY UNITS A B C, TALENT OR  97540-9625",Jackson,2025-02-22,,,0,0,, 
050-10233096850,The Cannabis Shop,Recreational Retailer,TNTT Corporation,Recreational Retailer,37575 CENTURY DR NE ALBANY OR  97322-7455,Linn,2025-01-22,,,0,0,, 
050-1023355C084,Herban LLC,Recreational Retailer,HERBAN LLC,Recreational Retailer,1034 SE 122ND AVE PORTLAND OR  97233-1110,Multnomah,2025-04-02,,,0,0,, 
050-102340533D3,Slim's Topshelf,Recreational Retailer,"Slims Holding, LLC",Recreational Retailer,4936 N WILLIAMS AVE PORTLAND OR  97217-2834,Multnomah,2024-03-13,,,0,0,, 
050-102343185D0,LTRMN Direct,Recreational Retailer,LTRMN Inc,Recreational Retailer,4455 SE 24TH AVE PORTLAND OR  97202-4736,Multnomah,2025-04-19,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1023557271F,Ripped City Greenz,Recreational Retailer,S&K Inc,Recreational Retailer,15591 SE MCLOUGHLIN BLVD MILWAUKIE OR  97267-3853,Clackamas,2025-03-19,,,0,0,, 
050-1023563016E,M.C. Spectrum,Recreational Retailer,M.C. Spectrum LLC,Recreational Retailer,5757 COMMERCIAL ST SE SALEM OR  97306-1262,Marion,2024-05-07,,,0,0,, 
050-1023571A62B,Dreams,Recreational Retailer,EHC Holdings LLC,Recreational Retailer,"1000 OBIE ST STE A, EUGENE OR  97402-3054",Lane,2024-07-04,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10236368EA2,The Spot Cannabis Collective Ashland,Recreational Retailer,"Atlas V, LLC.",Recreational Retailer,800 N MAIN ST ASHLAND OR  97520-1762,Jackson,2025-05-24,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1023643163D,Joint Venture Cannabis,Recreational Retailer,EHC Holdings LLC,Recreational Retailer,1111 WILLAMETTE ST EUGENE OR  97401-3512,Lane,2024-07-04,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1023697A509,Lincoln City Collective North,Recreational Retailer,"OG3, LLC.",Recreational Retailer,"3478 NE HIGHWAY 101 3478-3480, LINCOLN CITY OR  97367-4995",Lincoln,2025-05-03,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10237169ACB,Sweet Chron,Recreational Retailer,NW Holding Group LLC,Recreational Retailer,18438 REDWOOD HWY SELMA OR  97538-9763,Josephine,2025-05-18,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10237354FF4,Pole Enterprises,Recreational Retailer,Pole Enterprises LLC,Recreational Retailer,56821 COLUMBIA RIVER HWY WARREN OR  97053-9436,Columbia,2025-05-24,,,0,0,"Marijuana Home Delivery, Marijuana Home Delivery, Medical Marijuana Retailer, Medical Marijuana Retailer", 
050-10237673BCC,WeedAgain,Recreational Retailer,TRI Consulting & Properties LLC,Recreational Retailer,2674 BROADWAY AVE NORTH BEND OR  97459-2214,Coos,2025-05-11,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10237733790,Green Oasis Cannabis Dispensary,Recreational Retailer,Go Retail Group LLC,Recreational Retailer,"1035 SE TACOMA ST UNIT A, PORTLAND OR  97202-6529",Multnomah,2025-04-30,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10238567E69,Love Buzz,Recreational Retailer,THE SESSION LLC,Recreational Retailer,6802 NE BROADWAY PORTLAND OR  97213-5336,Multnomah,2025-04-27,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1023875D6FF,Green Room (Albany),Recreational Retailer,COPR Incorporated,Recreational Retailer,"820 PACIFIC BLVD SE STE B, ALBANY OR  97321-3207",Linn,2025-03-27,,,0,0,, 
050-10239278FFE,The Farmacy,Recreational Retailer,"Sweetgrass, LLC",Recreational Retailer,2911 MARINE DR ASTORIA OR  97103-2836,Clatsop,2025-06-21,,,0,0,, 
050-10239351C35,The Canna Shoppe,Recreational Retailer,Lucky Piyao LLC,Recreational Retailer,925 N ANCHOR WAY PORTLAND OR  97217-7584,Multnomah,2025-07-06,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102398996F1,Rose Bud Incorporated,Recreational Retailer,Rose Bud Incorporated,Recreational Retailer,"2637 NE MARTIN LUTHER KING JR BLVD STE B, PORTLAND OR  97212-3772",Multnomah,2024-09-04,,,0,0,, 
050-1024051DEE0,Hive Cannabis Connect,Recreational Retailer,Hive Direct LLC,Recreational Retailer,"2836 W 11TH AVE UNIT 2, EUGENE OR  97402-3291",Lane,2025-05-31,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10240901C8A,Smooth Roots Veneta,Recreational Retailer,SR Oregon Veneta LLC,Recreational Retailer,"25805 HIGHWAY 126 STE 1-B, VENETA OR  97487",Lane,2025-06-22,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10241488342,Lemonnade Milwaukie,Recreational Retailer,Lemonnade Milwaukie Inc.,Recreational Retailer,18819 SE MCLOUGHLIN BLVD MILWAUKIE OR  97267-6735,Clackamas,2025-06-27,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10241926F97,Northwest Cannabis Company,Recreational Retailer,"Tarp, Inc.",Recreational Retailer,17937 SW McEwan Rd # 200 TUALATIN OR  97224-,Washington,2025-08-09,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10242705456,Rogue Valley Cannabis,Recreational Retailer,RVCETD West LLC,Recreational Retailer,2060 W MAIN ST MEDFORD OR  97501-2206,Jackson,2025-08-28,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102427410E5,Rogue Valley Cannabis,Recreational Retailer,RVCETD South LLC,Recreational Retailer,505 SISKIYOU BLVD ASHLAND OR  97520-5108,Jackson,2025-08-27,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10242763B45,Rogue Valley Cannabis,Recreational Retailer,RVCETD North LLC,Recreational Retailer,6388 CRATER LAKE AVE CENTRAL POINT OR  97502-8463,Jackson,2025-08-28,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1024297ED85,Going Green,Recreational Retailer,Going green albany inc,Recreational Retailer,"925 MAIN ST STE B, SWEET HOME OR  97386-1513",Linn,2025-09-12,,,0,0,"Marijuana Home Delivery, Marijuana Home Delivery, Medical Marijuana Retailer, Medical Marijuana Retailer", 
050-102431446CC,Smooth Roots McMinnville,Recreational Retailer,MDSR Inc.,Recreational Retailer,1500 SW BAKER ST MCMINNVILLE OR  97128-6660,Yamhill,2025-06-25,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10243221743,Modern Forrest,Recreational Retailer,Modern Partners LLC,Recreational Retailer,634 S MAIN ST LEBANON OR  97355-3337,Linn,2024-11-21,,,0,0,, 
050-1024356B0E5,Mary Jane's Farmacy,Recreational Retailer,BLACKBURN HOLDINGS LLC,Recreational Retailer,"1729 CENTER ST NE STE 170, SALEM OR  97301-4325",Marion,2025-07-06,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-102436818C6,Modern Forrest,Recreational Retailer,Modern Partners LLC,Recreational Retailer,160 MAIN ST SWEET HOME OR  97386-1404,Linn,2024-11-20,,,0,0,, 
050-10244304E30,Twin Peaks,Recreational Retailer,Twin Peaks Corp.,Recreational Retailer,73410 E Highway 26 RHODODENDRON OR  97049-,Clackamas,2024-10-23,,,0,0,, 
050-10244898359,The Flower Room,Recreational Retailer,THE FLOWER ROOM LLC,Recreational Retailer,64619 HIGHWAY 20 BEND OR  97703-9938,Deschutes,2025-09-13,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-1024521338D,THX,Recreational Retailer,The Highest Xpectations LLC,Recreational Retailer,4931 NE 33RD AVE PORTLAND OR  97211-7059,Multnomah,2024-09-05,,,0,0,, 
050-1024537A585,Power Plant Salem,Recreational Retailer,Power Plant Salem LLC,Recreational Retailer,"5070 COMMERCIAL ST SE STE 120, SALEM OR  97306-3573",Marion,2024-06-19,,,0,0,, 
050-10245470240,The New Amsterdam,Recreational Retailer,The New Amsterdam LLC,Recreational Retailer,24394 REDWOOD HWY KERBY OR  97531-9722,Josephine,2024-08-27,,,0,0,,01679198 2
050-1024657936A,Ishen Tree,Recreational Retailer,"GCE Enterprises, Inc. / All Systems As Promised, Inc.",Recreational Retailer,11821 NE GLISAN ST PORTLAND OR  97220-2142,Multnomah,2024-08-10,,,0,0,, 
050-1024663670B,Truth Dispensary,Recreational Retailer,Truth 2 Inc,Recreational Retailer,2345 CENTER ST NE SALEM OR  97301-4464,Marion,2025-08-09,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
050-10246757EF5,Happy Haze,Recreational Retailer,1409 OAK STREET LLC,Recreational Retailer,1409 OAK ST EUGENE OR  97401-4007,Lane,2024-11-08,,,0,0,"Marijuana Home Delivery, Medical Marijuana Retailer", 
